iteration,learning_rate,success,test,db,tag
369,0.5,95.7699220777076,train,iris,shuffle
369,0.5,96.6487078913415,test,iris,shuffle
370,0.5,95.77365088369085,train,iris,shuffle
370,0.5,96.65427956578388,test,iris,shuffle
371,0.5,95.77736503252208,train,iris,shuffle
371,0.5,96.65982833383349,test,iris,shuffle
372,0.5,95.78106460251533,train,iris,shuffle
372,0.5,96.66535430953122,test,iris,shuffle
373,0.5,95.78474967137709,train,iris,shuffle
373,0.5,96.67085760625444,test,iris,shuffle
374,0.5,95.78842031621522,train,iris,shuffle
374,0.5,96.67633833671574,test,iris,shuffle
375,0.5,95.79207661354741,train,iris,shuffle
375,0.5,96.68179661296232,test,iris,shuffle
376,0.5,95.79571863930957,train,iris,shuffle
376,0.5,96.68723254637551,test,iris,shuffle
377,0.5,95.79934646886397,train,iris,shuffle
377,0.5,96.69264624767075,test,iris,shuffle
378,0.5,95.80296017700715,train,iris,shuffle
378,0.5,96.69803782689773,test,iris,shuffle
379,0.5,95.80655983797776,train,iris,shuffle
379,0.5,96.70340739344103,test,iris,shuffle
380,0.5,95.81014552546407,train,iris,shuffle
380,0.5,96.70875505602076,test,iris,shuffle
381,0.5,95.81371731261143,train,iris,shuffle
381,0.5,96.71408092269387,test,iris,shuffle
382,0.5,95.81727527202948,train,iris,shuffle
382,0.5,96.71938510085526,test,iris,shuffle
383,0.5,95.82081947579921,train,iris,shuffle
383,0.5,96.72466769723955,test,iris,shuffle
384,0.5,95.82434999547988,train,iris,shuffle
384,0.5,96.72992881792281,test,iris,shuffle
385,0.5,95.82786690211567,train,iris,shuffle
385,0.5,96.73516856832475,test,iris,shuffle
386,0.5,95.83137026624237,train,iris,shuffle
386,0.5,96.74038705321087,test,iris,shuffle
387,0.5,95.83486015789371,train,iris,shuffle
387,0.5,96.74558437669506,test,iris,shuffle
388,0.5,95.83833664660764,train,iris,shuffle
388,0.5,96.75076064224231,test,iris,shuffle
389,0.5,95.8417998014325,train,iris,shuffle
389,0.5,96.75591595267153,test,iris,shuffle
390,0.5,95.84524969093292,train,iris,shuffle
390,0.5,96.76105041015869,test,iris,shuffle
391,0.5,95.84868638319574,train,iris,shuffle
391,0.5,96.76616411624008,test,iris,shuffle
392,0.5,95.85210994583561,train,iris,shuffle
392,0.5,96.77125717181568,test,iris,shuffle
393,0.5,95.85552044600067,train,iris,shuffle
393,0.5,96.77632967715277,test,iris,shuffle
394,0.5,95.85891795037793,train,iris,shuffle
394,0.5,96.78138173188967,test,iris,shuffle
395,0.5,95.86230252519856,train,iris,shuffle
395,0.5,96.78641343503953,test,iris,shuffle
396,0.5,95.86567423624312,train,iris,shuffle
396,0.5,96.79142488499441,test,iris,shuffle
397,0.5,95.86903314884665,train,iris,shuffle
397,0.5,96.79641617952936,test,iris,shuffle
398,0.5,95.87237932790359,train,iris,shuffle
398,0.5,96.80138741580663,test,iris,shuffle
399,0.5,95.87571283787261,train,iris,shuffle
399,0.5,96.80633869038007,test,iris,shuffle
400,0.5,95.8790337427814,train,iris,shuffle
400,0.5,96.81127009919956,test,iris,shuffle
401,0.5,95.88234210623129,train,iris,shuffle
401,0.5,96.81618173761552,test,iris,shuffle
402,0.5,95.88563799140171,train,iris,shuffle
402,0.5,96.8210737003836,test,iris,shuffle
403,0.5,95.88892146105471,train,iris,shuffle
403,0.5,96.82594608166936,test,iris,shuffle
404,0.5,95.89219257753922,train,iris,shuffle
404,0.5,96.83079897505307,test,iris,shuffle
405,0.5,95.89545140279535,train,iris,shuffle
405,0.5,96.83563247353459,test,iris,shuffle
406,0.5,95.89869799835843,train,iris,shuffle
406,0.5,96.84044666953831,test,iris,shuffle
407,0.5,95.90193242536319,train,iris,shuffle
407,0.5,96.84524165491811,test,iris,shuffle
408,0.5,95.90515474454762,train,iris,shuffle
408,0.5,96.85001752096238,test,iris,shuffle
409,0.5,95.90836501625692,train,iris,shuffle
409,0.5,96.85477435839921,test,iris,shuffle
410,0.5,95.91156330044731,train,iris,shuffle
410,0.5,96.85951225740142,test,iris,shuffle
411,0.5,95.9147496566897,train,iris,shuffle
411,0.5,96.86423130759175,test,iris,shuffle
412,0.5,95.91792414417333,train,iris,shuffle
412,0.5,96.86893159804819,test,iris,shuffle
413,0.5,95.92108682170944,train,iris,shuffle
413,0.5,96.87361321730903,test,iris,shuffle
414,0.5,95.92423774773467,train,iris,shuffle
414,0.5,96.87827625337823,test,iris,shuffle
415,0.5,95.92737698031456,train,iris,shuffle
415,0.5,96.88292079373073,test,iris,shuffle
416,0.5,95.93050457714688,train,iris,shuffle
416,0.5,96.88754692531766,test,iris,shuffle
417,0.5,95.93362059556495,train,iris,shuffle
417,0.5,96.89215473457168,test,iris,shuffle
418,0.5,95.9367250925408,train,iris,shuffle
418,0.5,96.89674430741233,test,iris,shuffle
419,0.5,95.93981812468849,train,iris,shuffle
419,0.5,96.90131572925132,test,iris,shuffle
420,0.5,95.94289974826714,train,iris,shuffle
420,0.5,96.90586908499792,test,iris,shuffle
421,0.5,95.94597001918395,train,iris,shuffle
421,0.5,96.91040445906414,test,iris,shuffle
422,0.5,95.94902899299727,train,iris,shuffle
422,0.5,96.91492193537017,test,iris,shuffle
423,0.5,95.95207672491955,train,iris,shuffle
423,0.5,96.9194215973497,test,iris,shuffle
424,0.5,95.95511326982019,train,iris,shuffle
424,0.5,96.92390352795508,test,iris,shuffle
425,0.5,95.95813868222844,train,iris,shuffle
425,0.5,96.92836780966272,test,iris,shuffle
426,0.5,95.96115301633617,train,iris,shuffle
426,0.5,96.93281452447835,test,iris,shuffle
427,0.5,95.9641563260006,train,iris,shuffle
427,0.5,96.93724375394214,test,iris,shuffle
428,0.5,95.96714866474709,train,iris,shuffle
428,0.5,96.94165557913412,test,iris,shuffle
429,0.5,95.9701300857717,train,iris,shuffle
429,0.5,96.94605008067919,test,iris,shuffle
430,0.5,95.97310064194389,train,iris,shuffle
430,0.5,96.95042733875233,test,iris,shuffle
431,0.5,95.97606038580906,train,iris,shuffle
431,0.5,96.95478743308384,test,iris,shuffle
432,0.5,95.97900936959108,train,iris,shuffle
432,0.5,96.9591304429643,test,iris,shuffle
433,0.5,95.98194764519484,train,iris,shuffle
433,0.5,96.96345644724975,test,iris,shuffle
434,0.5,95.9848752642087,train,iris,shuffle
434,0.5,96.96776552436663,test,iris,shuffle
435,0.5,95.98779227790686,train,iris,shuffle
435,0.5,96.97205775231687,test,iris,shuffle
436,0.5,95.99069873725182,train,iris,shuffle
436,0.5,96.97633320868277,test,iris,shuffle
437,0.5,95.99359469289675,train,iris,shuffle
437,0.5,96.98059197063195,test,iris,shuffle
438,0.5,95.99648019518776,train,iris,shuffle
438,0.5,96.98483411492218,test,iris,shuffle
439,0.5,95.99935529416624,train,iris,shuffle
439,0.5,96.98905971790627,test,iris,shuffle
440,0.5,96.00222003957111,train,iris,shuffle
440,0.5,96.99326885553681,test,iris,shuffle
441,0.5,96.00507448084107,train,iris,shuffle
441,0.5,96.99746160337092,test,iris,shuffle
442,0.5,96.00791866711684,train,iris,shuffle
442,0.5,97.00163803657486,test,iris,shuffle
443,0.5,96.01075264724327,train,iris,shuffle
443,0.5,97.00579822992881,test,iris,shuffle
444,0.5,96.01357646977151,train,iris,shuffle
444,0.5,97.00994225783131,test,iris,shuffle
445,0.5,96.01639018296127,train,iris,shuffle
445,0.5,97.01407019430384,test,iris,shuffle
446,0.5,96.01919383478275,train,iris,shuffle
446,0.5,97.01818211299536,test,iris,shuffle
447,0.5,96.02198747291882,train,iris,shuffle
447,0.5,97.0222780871866,test,iris,shuffle
448,0.5,96.02477114476709,train,iris,shuffle
448,0.5,97.02635818979458,test,iris,shuffle
449,0.5,96.02754489744187,train,iris,shuffle
449,0.5,97.03042249337679,test,iris,shuffle
450,0.5,96.0303087777763,train,iris,shuffle
450,0.5,97.03447107013552,test,iris,shuffle
451,0.5,96.03306283232426,train,iris,shuffle
451,0.5,97.03850399192204,test,iris,shuffle
452,0.5,96.03580710736239,train,iris,shuffle
452,0.5,97.04252133024073,test,iris,shuffle
453,0.5,96.03854164889202,train,iris,shuffle
453,0.5,97.0465231562532,test,iris,shuffle
454,0.5,96.04126650264112,train,iris,shuffle
454,0.5,97.05050954078226,test,iris,shuffle
455,0.5,96.04398171406626,train,iris,shuffle
455,0.5,97.0544805543159,test,iris,shuffle
456,0.5,96.04668732835445,train,iris,shuffle
456,0.5,97.05843626701122,test,iris,shuffle
457,0.5,96.04938339042508,train,iris,shuffle
457,0.5,97.06237674869823,test,iris,shuffle
458,0.5,96.05206994493173,train,iris,shuffle
458,0.5,97.0663020688837,test,iris,shuffle
459,0.5,96.0547470362641,train,iris,shuffle
459,0.5,97.07021229675478,test,iris,shuffle
460,0.5,96.05741470854981,train,iris,shuffle
460,0.5,97.07410750118277,test,iris,shuffle
461,0.5,96.06007300565619,train,iris,shuffle
461,0.5,97.07798775072662,test,iris,shuffle
